year,Brand,Car_Price,Location,Mileage,Type
2020,Mercedes-Benz C300 2020,"EGP 2,650,000","New Cairo, Cairo•",112000 km,Benzine
2023,Chery Tiggo 3 2023,"EGP 740,000","Sporting, Alexandria•",50000 km,Benzine
2007,Proton Gen-2 2007,"EGP 295,000","Faisal, Giza•",213000 km,Benzine
2022,رينو لوجان 2022 السعر قابل للتفاوض,"EGP 660,000","Haram, Giza•",10000 km,Benzine
2022,Suzuki Dzire 2022,"EGP 530,000","Hadayek al-Ahram, Giza•",75000 km,Benzine
2017,شيرى انفى 2017,"EGP 300,000","Al Hadrah, Alexandria•",260000 km,Hybrid
2025,Mercedes-Benz E200 2025 مرسيدس,"EGP 5,750,000","Sheikh Zayed, Giza•",New,Benzine
2007,دايهاتسو تيريوس 2007,"EGP 490,000","Nasr City, Cairo•",1000000 km,Benzine
1995,فيات تيمبرا 1995,"EGP 115,000","Kafr al-Zayat, Gharbia•",2011 km,Benzine
2017,Mercedes-Benz C180 2017,"EGP 1,850,000","Nasr City, Cairo•",120000 km,Benzine
2000,دايو لانوس 2000,"EGP 225,000","Sheikh Zayed, Giza•",190000 km,Benzine
2016,هيونداي إلينترا 2016 Hyundai Elntra MD,"EGP 725,000","Smoha, Alexandria•",140000 km,Benzine
2020,نيسان صني 2020,"EGP 600,000","8th District, Nasr City•",130000 km,Benzine
2023,Audi SQ7 2023 اودى,"EGP 8,750,000","Sheikh Zayed, Giza•",New,Benzine
2006,Mazda 3 2006,"EGP 410,000","10th of Ramadan, Sharqia•",290000 km,Benzine
1997,دايو جوليت 1997 للبيع,"EGP 250,000","Ashmon, Monufia•",240000 km,Benzine
2013,تويوتا اوريس 2013,"EGP 590,000","Sheikh Zayed, Giza•",150000 km,Benzine
2004,Hyundai Verna 2004,"EGP 280,000","Sidi Gaber, Alexandria•",270000 km,Benzine
2022,Porsche Macan 2022 بورش مكان,"EGP 4,250,000","Sheikh Zayed, Giza•",64000 km,Benzine
2008,BMW 116 2008,"EGP 710,000","Sheikh Zayed, Giza•",125000 km,Benzine
2025,Hummer EV Edition One 3X 2025,"EGP 7,500,000","New Cairo, Cairo•",New,Electric
2016,بي ام دبليو 320 2016,"EGP 1,400,000","Tanta, Gharbia•",150000 km,Benzine
2005,أوبل كورسا 2005,"EGP 240,000","El Maadi, Maadi•",200000 km,Benzine
2008,هيونداي أكسنت 2008,"EGP 350,000","Ain Shams, Cairo•",280000 km,Benzine
2011,BMW 528 2011,"EGP 1,650,000","Zahraa Al Maadi, Cairo•",72000 km,Benzine
1981,مرسيدس 200 1981,"EGP 200,000","Haram, Giza•",1000 km,Benzine
2020,لادا جرانتا 2020,"EGP 455,000","8th District, Nasr City•",136000 km,Benzine
2014,Nissan Sunny 2014,"EGP 460,000","Asyut City, Asyut•",75000 km,Benzine
1994,هوندا سيفك 1994,"EGP 215,000","Abasiya, Cairo•",1 km,Benzine
2024,Mercedes-Benz GLA 200 2024 zero,"EGP 3,225,000","Madinaty, Cairo•",New,Benzine
1981,مرسيدس 200 1981,"EGP 200,000","Haram, Giza•",1000 km,Benzine
2020,لادا جرانتا 2020,"EGP 455,000","8th District, Nasr City•",136000 km,Benzine
2014,Nissan Sunny 2014,"EGP 460,000","Asyut City, Asyut•",75000 km,Benzine
1994,هوندا سيفك 1994,"EGP 215,000","Abasiya, Cairo•",1 km,Benzine
2024,Mercedes-Benz GLA 200 2024 zero,"EGP 3,225,000","Madinaty, Cairo•",New,Benzine
2019,Opel Astra 2019 - اوبل أسترا,"EGP 800,000","5th Settlement, New Cairo•",50000 km,Benzine
2025,Volkswagen Golf 8.5 2025,"EGP 1,780,000","New Cairo, Cairo•",New,Benzine
2024,بى واى دى‬ F3 2024,"EGP 200,000","Haram, Giza•",70000 km,Benzine
2022,Mercedes-Benz E300 2022 amg,"EGP 3,700,000","Heliopolis, Cairo•",80000 km,Benzine
2016,Mercedes-Benz C180 2016,"EGP 2,200,000","1st Settlement, New Cairo•",68000 km,Benzine
2012,Volkswagen CC 2012,"EGP 1,100,000","Nasr City, Cairo•",250000 km,Benzine
2014,رينو 14 2014,"EGP 310,000","Zagazig, Sharqia•",102000 km,Benzine
1990,Fiat 128 1990,"EGP 50,000","Attaka, Suez•",1 km,Benzine
2010,الساحره اوبترا موديل ٢٠١٠,"EGP 330,000","Miami, Alexandria•",175000 km,Benzine
1996,سكودا فيليشيا 1996 1996,"EGP 140,000","16th District, Sheikh Zayed•",16000 km,Benzine
2023,Mercedes-Benz GLC suv 200 2023,"EGP 4,350,000","Nasr City, Cairo•",39000 km,Benzine
2017,Fiat Panda 2017 فيات باندا حاله ممتازه,"EGP 410,000","Damietta City, Damietta•",123000 km,Benzine
2025,Seat Ateca FR 2025 سيات أتيكا FR موديل 2025,"EGP 1,890,000","10th District, Nasr City•",New,Benzine
2016,Renault Megane 2016,"EGP 580,000","Laurent, Alexandria•",133000 km,Benzine
2006,Skoda Octavia 2006 - سكودا أوكتافيا,"EGP 540,000","Nasr City, Cairo•",158 km,Benzine
2008,بيرودوا كيليسا (٢٠٠٨) للبيع,"EGP 300,000","New Cairo, Cairo•",80000 km,Benzine
2015,Audi A3 2015,"EGP 1,550,000","Ma'sara, Cairo•",95000 km,Benzine
2023,Mercedes-Benz G63 2023 protection,"EGP 14,000,000","Madinaty, Cairo•",31000 km,Benzine
2020,Chevrolet Optra 2020,"EGP 565,000","Mohandessin, Giza•",299000 km,Benzine
1989,Mitsubishi Lancer 1989,"EGP 135,000","Bab al-Shereia, Cairo•",100000 km,Benzine
2012,سوزوكي فان ٢٠١٢,"EGP 220,000","Borg al-Arab, Alexandria•",85000 km,Benzine
1979,بيجو بيجو 504 SW 1979,"EGP 140,000","Halayeb & Shalateen, Red Sea•",1 km,Benzine
2019,بي ام دبليو 320 2019 | BMW 320 model 2019 exclusive,"EGP 1,600,000","5th Settlement, New Cairo•",160000 km,Benzine
2005,أوبل كورسا 2005,"EGP 340,000","Uptown Cairo, Mokattam•",72500 km,Benzine
2025,BMW X6 xDrive40i | Model 2025,"EGP 7,150,000","Heliopolis, Cairo•",7000 km,Benzine
1976,لادا أخرى 1976,"EGP 90,000","Shubra, Cairo•",1 km,Benzine
2021,Mercedes-Benz E200 2021 Coupe,"EGP 3,550,000","5th Settlement, New Cairo•",70000 km,Benzine
2016,Proton Persona 2016,"EGP 480,000","Rehab City Compound, New Cairo•",240 km,Benzine
2024,Skoda Kodiaq 2024 SPORTLINE BLACK EDITION اعلي فئة كسر زيرو,"EGP 2,650,000","2nd District, Sheikh Zayed•",7000 km,Benzine
2017,بي ام دبليو 318 2017,"EGP 1,350,000","Smoha, Alexandria•",197000 km,Benzine
2016,Mitsubishi Pajero 4×4,"EGP 1,650,000","Roushdy, Alexandria•",195000 km,Benzine
2005,Hyundai Avante 2005,"EGP 460,000","Damanhour, Beheira•",250000 km,Benzine
2017,جيلى امجراند 7 2017 كاملة مانيول,"EGP 310,000","Jasmine Gardens, Imbaba•",144000 km,Benzine
2019,MERCEDES BENZ C180 EXCLUSIVE 2019 ONLY 30000 KM,"EGP 2,700,000","Nasr City, Cairo•",30000 km,Benzine
2023,مرسيدس بنز جى إل سى 200 2023 AMG SUV,"EGP 4,650,000","New Cairo, Cairo•",20000 km,Benzine
2011,Nissan Sunny 2011,"EGP 390,000","10th District, Sheikh Zayed•",540000 km,Benzine
2021,Mercedes-Benz A200 2021,"EGP 2,200,000","New Cairo, Cairo•",23000 km,Benzine
2019,بورشه بوكستر 2019 Porsche Boxter,"EGP 3,950,000","New Cairo, Cairo•",1 km,Benzine
2017,شيفروليه لانوس 2017,"EGP 350,000","Sidi Beshr, Alexandria•",118000 km,Natural Gas
2022,Opel Crossland 2022,"EGP 990,000","Al Hadaba Al Olya, Mokattam•",67000 km,Benzine
2011,Nissan Sunny 2011,"EGP 390,000","10th District, Sheikh Zayed•",540000 km,Benzine
2021,Mercedes-Benz A200 2021,"EGP 2,200,000","New Cairo, Cairo•",23000 km,Benzine
2019,بورشه بوكستر 2019 Porsche Boxter,"EGP 3,950,000","New Cairo, Cairo•",1 km,Benzine
2017,شيفروليه لانوس 2017,"EGP 350,000","Sidi Beshr, Alexandria•",118000 km,Natural Gas
2022,Opel Crossland 2022,"EGP 990,000","Al Hadaba Al Olya, Mokattam•",67000 km,Benzine
2009,Speranza A113 2009 2009,"EGP 197,000","Hadayek October, Giza•",156 km,Benzine
2021,كيا سبورتاج 2021,"EGP 1,520,000","6th of October, Giza•",140000 km,Benzine
2024,ام جى ام جى 6 2024,"EGP 1,090,000","5th Settlement, New Cairo•",5500 km,Benzine
1990,فيات موديل ١٩٩٠,"EGP 50,000","Ain Sukhna, Suez•",1 km,Benzine
1989,ميتسوبيشي لانسر 1989,"EGP 135,000","Haram, Giza•",10000000 km,Benzine
1997,Daewoo Nubira 1997,"EGP 140,000","Zohour District, Port Said•",50000 km,Benzine
2017,Hyundai Elantra 2017,"EGP 830,000","Gesr Al Suez, Cairo•",190000 km,Benzine
2019,رينو كادجار 2019 | SUV | فئة ثالثة كاملة | مالك أول,"EGP 820,000","Smoha, Alexandria•",220000 km,Benzine
2005,شيرى ايه 11 2005,"EGP 160,000","15 May City, Cairo•",42500 km,Benzine
2023,كيا سورينتو 2023 - Signature (5 مقاعد) فل أوبشن استلام فوري,"EGP 2,550,000","Sheikh Zayed, Giza•",14000 km,Benzine
2000,دايو لانوس 2000,"EGP 238,000","Badr City, Cairo•",168000 km,Benzine
2009,اسبرانزا 516 مكيفه,"EGP 235,000","Ard El Lewa, Giza•",300000 km,Benzine
2015,جيلى بانديدو 2015,"EGP 307,000","Seyouf, Alexandria•",77000 km,Benzine
2022,Jeep Grand Cherokee 2022,"EGP 3,250,000","Nasr City, Cairo•",40000 km,Benzine
2021,بنتلى كونتيننتال 2021 BENTLEY CONTINENTA GT,"EGP 16,500,000","New Cairo, Cairo•",6800 km,Benzine
2023,هيونداي CN7 موديل 2023 وارد كوريا الجنوبية استلام فوري,"EGP 1,400,000","Sheikh Zayed, Giza•",9000 km,Benzine
2009,سبرانزا ملاكي  غاز وبنزين,"EGP 210,000","Faisal, Giza•",25000 km,Natural Gas
1988,فيات 128 1988,"EGP 65,000","Agouza, Giza•",2200 km,Benzine
2011,شيفروليه أفيو 2011,"EGP 360,000","Degla, Maadi•",1 km,Benzine
1995,لادا روسي 2107 1995,"EGP 95,000","Marg, Cairo•",100000 km,Benzine
2008,شيفروليه اوبترا 2008,"EGP 360,000","Mandara, Alexandria•",216000 km,Benzine
2018,Opel Astra 2018,"EGP 820,000","Nasr City, Cairo•",140000 km,Benzine
2011,أوبل كورسا 2011,"EGP 375,000","New Cairo, Cairo•",230000 km,Benzine
2005,Toyota Avensis 2005,"EGP 480,000","Markaz al-Giza, Giza•",300000 km,Benzine
2017,Mitsubishi Lancer 2017,"EGP 890,000","Aga, Dakahlia•",67000 km,Benzine
2020,Mercedes-Benz C200 2020,"EGP 2,750,000","Uptown Cairo, Mokattam•",72000 km,Benzine
2021,MG HS 2021,"EGP 1,150,000","1st Settlement, New Cairo•",84000 km,Benzine
1988,عربية فيات 128 للبيع,"EGP 65,000","Mohandessin, Giza•",1 km,Benzine
2018,إنفينيتى كيو30 2018,"EGP 1,000,000","Mansura, Dakahlia•",170 km,Benzine
2025,Cupra Terramar 2025 كوبرا تيرامار,"EGP 2,400,000","Sheikh Zayed, Giza•",New,Benzine
2025,Seat Leon 2025 سيات ليون,"EGP 1,475,000","New Cairo, Cairo•",New,Benzine
2024,Skoda Kodiaq 2024 سكودا كودياك,"EGP 2,650,000","New Cairo, Cairo•",New,Benzine
2025,Cupra Leon 2025 كوبرا ليون,"EGP 1,795,000","New Cairo, Cairo•",New,Benzine
2025,Cupra Leon 2025كوبرا ليون وكيل,"EGP 1,760,000","New Cairo, Cairo•",New,Benzine
2024,جيتور إكس 70 بلس 2024,"EGP 1,470,000","Madinaty, Cairo•",New,Benzine
1999,دايهاتسو تيريوس 1999,"EGP 210,000","Luxor City, Luxor•",225825 km,Benzine
2024,Skoda Kodiaq 2024 facelift,"EGP 2,680,000","5th Settlement, New Cairo•",New,Benzine
2017,شيرى انفى 2017,"EGP 280,000","Agami, Alexandria•",110000 km,Benzine
2006,فيات سيينا 2006 سيينا فاير ٢٠٠٦فبريكا,"EGP 205,000","Santa, Gharbia•",200000 km,Benzine
2025,جيتور تي 2 2025 زيرو بضمان الوكيل لون مميز,"EGP 2,120,000","Heliopolis, Cairo•",New,Benzine
1999,دايهاتسو تيريوس 1999,"EGP 210,000","Luxor City, Luxor•",225825 km,Benzine
2024,Skoda Kodiaq 2024 facelift,"EGP 2,680,000","5th Settlement, New Cairo•",New,Benzine
2017,شيرى انفى 2017,"EGP 280,000","Agami, Alexandria•",110000 km,Benzine
2006,فيات سيينا 2006 سيينا فاير ٢٠٠٦فبريكا,"EGP 205,000","Santa, Gharbia•",200000 km,Benzine
2025,جيتور تي 2 2025 زيرو بضمان الوكيل لون مميز,"EGP 2,120,000","Heliopolis, Cairo•",New,Benzine
2022,بيجو 301 2022,"EGP 700,000","Smoha, Alexandria•",45000 km,Benzine
2007,شيفروليه أفيو 2007,"EGP 245,000","Haram, Giza•",172000 km,Benzine
2016,BMW 320 2016,"EGP 1,650,000","Dawahy District, Port Said•",100000 km,Benzine
2012,سيارة اسبرانزا  ام 12 موديل 2012,"EGP 250,000","Abasiya, Cairo•",260000 km,Benzine
2008,سوزوكي ماروتى 2008,"EGP 150,000","Shorouk City, Cairo•",135000 km,Benzine
2024,أوبل موكا 2024,"EGP 1,270,000","Madinaty, Cairo•",30000 km,Benzine
2021,Kia Cerato 2021,"EGP 1,150,000","Nasr City, Cairo•",20000 km,Benzine
2022,Mercedes-Benz E 53 Coupe,"EGP 6,700,000","Rehab City Compound, New Cairo•",19000 km,Benzine
2025,مرسيدس Cla200 Amg محملة بالكامل 2025,"EGP 3,330,000","5th Settlement, New Cairo•",New,Benzine
2014,كيا كارينز 2014,"EGP 800,000","Shubra al-Khaimah, Qalyubia•",32000 km,Benzine
1998,بي ام دبليو 523 1998,"EGP 425,000","Zahraa Madinat Nasr, Nasr City•",237000 km,Benzine
2014,Volkswagen Polo 2014,"EGP 530,000","Evergreen, Hadayek October•",202000 km,Benzine
2021,بيجو  ٢٠٠٨   Peugeot 2008 2021,"EGP 990,000","Masr al-Kadema, Cairo•",170000 km,Benzine
2019,جيلى امجراند 7 2019,"EGP 700,000","Asafra, Alexandria•",115000 km,Benzine
1994,دايو إسبيرو 1994,"EGP 150,000","Al Bitash, Agami•",1 km,Benzine
2025,نيسان أكس تريل 2025 Nissan X. trail Zero 7 seats e. power,"EGP 1,800,000","Al Ibrahimiyyah, Alexandria•",New,Hybrid
2016,شيفروليه لانوس 2016,"EGP 380,000","Hurghada, Red Sea•",20 km,Benzine
2017,Renault Sandero 2017,"EGP 490,000","Mokattam, Cairo•",110000 km,Benzine
2025,ام جى ام جي 5 موديل 2025 تقسيط mg 5,"EGP 860,000","Maadi, Cairo•",18000 km,Benzine
1987,فيات 128 1987,"EGP 55,000","Shubra, Cairo•",1 km,Benzine
2015,هيونداي فيرنا 2015,"EGP 315,000","El Maadi, Maadi•",230000 km,Benzine
1996,أوبل فيكترا 1996,"EGP 240,000","Beni Mazar, Minya•",200 km,Benzine
2020,MG 6 2020,"EGP 880,000","6th District, 6th of October•",79000 km,Benzine
1997,شاهين ٩٧,"EGP 90,000","Sers al-Lyan, Monufia•",30000 km,Benzine
2018,أوبل كروس لاند 2018,"EGP 850,000","Stanley, Alexandria•",58000 km,Benzine
2016,Kia Mohave 2016 2016,"EGP 1,800,000","New Cairo, Cairo•",78000 km,Benzine
2022,Mercedes-Benz EQS 450+ AMG MODEL 2022,"EGP 4,400,000","Valeria Maadi, Zahraa Al Maadi•",20000 km,Electric
2022,Kia Cerato 2022,"EGP 1,200,000","Nasr City, Cairo•",50000 km,Benzine
2003,كيا سبيكترا 2003,"EGP 290,000","Shorouk City, Cairo•",260000 km,Benzine
2008,Hyundai Matrix 2008,"EGP 420,000","Haram, Giza•",300000 km,Benzine
2000,Jeep Grand Cherokee 2000,"EGP 600,000","El Zahraa Village, Agami•",20000 km,Benzine
2003,كيا سبكترا 2003,"EGP 290,000","Shorouk City, Cairo•",260000 km,Benzine
2020,بيجو 3008 2020,"EGP 1,350,000","Sheraton, Cairo•",69000 km,Benzine
2025,Toyota Land Cruiser 2025,"EGP 10,500,000","Almazah, Cairo•",New,Benzine
2023,مرسيدس بنز سي 180 2023,"EGP 3,100,000","New Cairo, Cairo•",71000 km,Benzine
2020,Chevrolet N300 2020,"EGP 380,000","6th of October, Giza•",200000 km,Benzine
2000,تويوتا كورولا 2000,"EGP 300,000","Masr al-Kadema, Cairo•",494 km,Benzine
2013,Hyundai Verna 2013,"EGP 370,000","Nasr City, Cairo•",189 km,Benzine
2004,كيا ريو 2004,"EGP 260,000","Shubra, Cairo•",250 km,Benzine
2008,سوزوكى ماروتى 2008,"EGP 135,000","Shorouk City, Cairo•",135000 km,Benzine
2020,Chevrolet N300 2020,"EGP 380,000","6th of October, Giza•",200000 km,Benzine
2000,تويوتا كورولا 2000,"EGP 300,000","Masr al-Kadema, Cairo•",494 km,Benzine
2013,Hyundai Verna 2013,"EGP 370,000","Nasr City, Cairo•",189 km,Benzine
2004,كيا ريو 2004,"EGP 260,000","Shubra, Cairo•",250 km,Benzine
2008,سوزوكى ماروتى 2008,"EGP 135,000","Shorouk City, Cairo•",135000 km,Benzine
1993,Golf 3,"EGP 143,000","Dawahy District, Port Said•",185 km,Benzine
2019,Nissan Qashqai 2019,"EGP 950,000","Nasr City, Cairo•",100000 km,Benzine
2017,Opel Astra 2017 enjoy plus,"EGP 750,000","Heliopolis, Cairo•",100000 km,Benzine
2025,Cupra Leon 2025,"EGP 1,800,000","New Cairo, Cairo•",New,Benzine
2012,نيسان تيدا 2012,"EGP 485,000","Maadi, Cairo•",210000 km,Benzine
2015,بى واى دى اف 3 2015,"EGP 330,000","Janna, Obour City•",264 km,Natural Gas
2020,Audi Q7 2020,"EGP 2,950,000","Heliopolis, Cairo•",136000 km,Benzine
2024,هيونداي توسان 2024,"EGP 1,925,000","New Cairo, Cairo•",6500 km,Benzine
2012,شيفروليه سبارك 2012,"EGP 380,000","Golden Gates, Mokattam•",172000 km,Benzine
2025,Mercedes Benz GLS 580 بمقدم يبدأ من 10% بدون حظر,"EGP 10,300,000","Sheikh Zayed, Giza•",New,Benzine
1996,فيات شاهين 1996 للبيع,"EGP 110,000","10th of Ramadan, Sharqia•",1 km,Benzine
2024,سكودا كودياك 2024 SKODA KODIAQ جديدة لم ترخص,"EGP 2,850,000","New Cairo, Cairo•",New,Benzine
2008,هيونداي فيرنا 2008,"EGP 350,000","5th Settlement, New Cairo•",148000 km,Benzine
1997,دايو نوبيرا 1997,"EGP 200,000","11th District, Sheikh Zayed•",120000 km,Benzine
2021,هيونداي توسان 2021 Hyundai Tucson,"EGP 1,850,000","New Cairo, Cairo•",9000 km,Benzine
2009,سوزوكي ماروتى 2009,"EGP 163,000","Obour City, Cairo•",127000 km,Benzine
2010,سبيرانزا تيجو 2010,"EGP 470,000","Tahta, Sohag•",56000 km,Benzine
2000,Fiat Siena 2000,"EGP 155,000","Mohammed Naguib Axis, New Cairo•",142500 km,Benzine
2000,دايو لانوس 2000,"EGP 238,000","Badr City, Cairo•",168000 km,Benzine
2019,Renault Kadjar 2019 Top line,"EGP 950,000","5th Settlement, New Cairo•",92000 km,Benzine
2023,فولكسفاغن تيجوان 2023 Volkswagen Tiguan R-Line كسر زيرو اعلي فئه,"EGP 2,250,000","New Cairo, Cairo•",15000 km,Benzine
2008,Mazda 3 2008,"EGP 400,000","5th Settlement, New Cairo•",232000 km,Benzine
2021,Toyota Corolla 2021,"EGP 1,050,000","New Cairo, Cairo•",110000 km,Benzine
2017,هيونداي إلينترا 2017,"EGP 630,000","Zagazig, Sharqia•",147000 km,Benzine
2013,سانديرو ستيب واى 2013 ماشية ٨٥ الف فقط شرعي,"EGP 335,000","Nasr City, Cairo•",85000 km,Benzine
2022,سوزوكي سياز 2022,"EGP 830,000","5th Settlement, New Cairo•",18000 km,Benzine
2013,Speranza A113 2013,"EGP 285,000","Hurghada, Red Sea•",120000 km,Benzine
2025,مرسيدس بنز جى إل سى 200 2025,"EGP 5,500,000","5th Settlement, New Cairo•",New,Benzine
2015,شيفروليه أفيو 2015,"EGP 470,000","Al Amiriyyah, Cairo•",190000 km,Benzine
2025,Seat Ibiza 2025 limited edition  سيات ابيزا ليميتيد ايديشن,"EGP 1,290,000","New Cairo, Cairo•",New,Benzine
2021,Land Rover Defender 2021,"EGP 5,800,000","New Cairo, Cairo•",68000 km,Benzine
2024,Porsche Boxster 718 Roadster 2024,"EGP 6,500,000","New Cairo, Cairo•",8500 km,Benzine
2025,Seat Arona 2025 Xperience وكيل بسعر مميز,"EGP 1,320,000","New Cairo, Cairo•",New,Benzine
2024,Mercedes-Benz GLC 200 AMG Fully Loaded 2024,"EGP 5,340,000","New Cairo, Cairo•",New,Benzine
2020,كيا سبورتاج 2020,"EGP 1,470,000","5th Settlement, New Cairo•",110000 km,Diesel
1980,فيات 131 1980,"EGP 90,000","Matareya, Cairo•",1 km,Benzine
1994,أوبل فيكترا 1994,"EGP 145,000","Baragil, Giza•",250000 km,Benzine
2022,Renault Logan 2022 - رينو لوجان ٢٠٢٢ بحالة ممتازة,"EGP 615,000","Shorouk City, Cairo•",91000 km,Benzine
